Segment,Region,Sub-Category,Group,Period,Sales (USD),Profit (USD),Discount,Quantity
Consumer,West,Accessories,High-Value,Jan 2022,154,8,10,59
Home Office,East,Bookcases,High-Value,Jul 2021,128,16,10,58
Consumer,West,Other Miscellaneous 3,Low-Value,Jan 2022,32,1,0,59
Corporate,East,Fasteners,Low-Value,Jan 2022,42,4,0,61
Consumer,East,Supplies,Mid-Value,Jul 2020,87,11,0,60
Home Office,South,Accessories,High-Value,Jan 2021,187,24,0,61
Consumer,Central,Furnishings,High-Value,Jul 2020,106,23,0,59
Consumer,West,Supplies,Mid-Value,Jan 2022,131,10,0,59
Consumer,East,Art,Low-Value,Jan 2022,46,1,0,60
Home Office,East,Fasteners,Low-Value,Jul 2021,54,11,5,58
Consumer,South,Other Miscellaneous 3,Low-Value,Jul 2021,16,1,0,60
Consumer,West,Fasteners,Low-Value,Jul 2022,62,9,10,63
Consumer,Central,Other Miscellaneous 5,Low-Value,Jan 2022,23,2,0,60
Consumer,South,Paper,Mid-Value,Jul 2022,112,15,0,60
Corporate,West,Other Miscellaneous 4,Low-Value,Jul 2022,29,1,0,60
Corporate,East,Other Miscellaneous 4,Low-Value,Jan 2022,16,3,0,62
Consumer,South,Art,Low-Value,Jan 2022,45,1,0,59
Home Office,West,Other Miscellaneous 2,Low-Value,Jul 2021,26,3,5,62
Consumer,Central,Accessories,High-Value,Jul 2022,161,22,0,61
Consumer,East,Other Miscellaneous 2,Low-Value,Jan 2021,1,1,0,62
Consumer,Central,Copiers,High-Value,Jan 2022,151,24,0,60
Consumer,West,Appliances,High-Value,Jan 2022,124,13,0,62
Corporate,East,Accessories,High-Value,Jan 2022,142,16,10,61
Consumer,East,Accessories,High-Value,Jan 2021,171,22,0,62
Consumer,Central,Other Miscellaneous 5,Low-Value,Jan 2022,1,6,0,60
Consumer,West,Fasteners,Low-Value,Jan 2022,55,8,0,62
Consumer,West,Supplies,Mid-Value,Jul 2020,116,13,0,61
Consumer,South,Fasteners,Low-Value,Jul 2022,59,11,5,62
Consumer,East,Appliances,High-Value,Jan 2022,89,9,0,62
Consumer,South,Other Miscellaneous 5,Low-Value,Jul 2021,1,3,0,63
Consumer,East,Business Machines,High-Value,Jan 2021,154,21,0,61
Corporate,East,Art,Low-Value,Jul 2020,46,7,0,65
Home Office,South,Other Miscellaneous 1,Low-Value,Jan 2021,27,2,0,60
Consumer,West,Bookcases,High-Value,Jul 2022,74,13,0,62
Corporate,West,Copiers,High-Value,Jul 2022,126,20,0,59
Consumer,Central,Paper,Mid-Value,Jan 2022,89,1,5,60
Consumer,East,Other Miscellaneous 6,Low-Value,Jan 2022,1,1,0,60
Consumer,East,Other Miscellaneous 2,Low-Value,Jan 2020,24,2,5,60
Home Office,West,Appliances,High-Value,Jul 2021,88,10,0,59
Corporate,West,Paper,Mid-Value,Jul 2020,90,11,0,63
Corporate,Central,Other Miscellaneous 3,Low-Value,Jul 2021,30,7,0,62
Consumer,West,Supplies,Mid-Value,Jan 2020,112,7,0,61
Consumer,South,Other Miscellaneous 6,Low-Value,Jul 2022,16,1,0,59
Corporate,West,Other Miscellaneous 4,Low-Value,Jan 2022,28,3,0,63
Consumer,West,Furnishings,High-Value,Jul 2021,104,15,5,57
Consumer,West,Labels,Low-Value,Jul 2022,73,10,0,63
Consumer,West,Bookcases,High-Value,Jul 2020,149,22,5,64
Corporate,South,Labels,Low-Value,Jan 2020,85,7,0,63
Corporate,Central,Appliances,High-Value,Jan 2020,87,18,0,57
Corporate,West,Copiers,High-Value,Jul 2022,162,20,0,59
Home Office,Central,Accessories,High-Value,Jul 2020,114,20,0,66
Consumer,East,Bookcases,High-Value,Jan 2022,78,8,10,62
Home Office,Central,Fasteners,Low-Value,Jul 2022,52,14,0,66
Corporate,Central,Employees (Office Supplies),Low-Value,Jan 2021,43,1,0,60
Corporate,West,Paper,Mid-Value,Jul 2022,76,11,0,55
Corporate,South,Other Miscellaneous 4,Low-Value,Jul 2021,22,1,0,60
Home Office,West,Other Miscellaneous 2,Low-Value,Jan 2020,12,1,0,58
Consumer,South,Employees (Office Supplies),Low-Value,Jul 2022,71,2,0,61
Consumer,South,Paper,Mid-Value,Jan 2020,81,1,0,59
Consumer,Central,Employees (Office Supplies),Low-Value,Jul 2022,55,1,0,61
Corporate,East,Other Miscellaneous 2,Low-Value,Jan 2021,38,12,10,64
Home Office,East,Accessories,High-Value,Jan 2022,167,24,0,59
Consumer,West,Paper,Mid-Value,Jul 2021,96,11,0,59
Home Office,West,Bookcases,High-Value,Jul 2021,59,7,0,61
Consumer,West,Furnishings,High-Value,Jan 2022,110,20,0,59
Consumer,West,Other Miscellaneous 3,Low-Value,Jan 2021,4,1,0,62
Corporate,West,Business Machines,High-Value,Jul 2022,112,20,0,59
Corporate,East,Accessories,High-Value,Jul 2022,162,20,0,63
Consumer,West,Supplies,Mid-Value,Jan 2020,89,1,0,64
Home Office,West,Business Machines,High-Value,Jul 2022,173,16,0,59
Consumer,South,Bookcases,High-Value,Jul 2020,116,18,0,61
Corporate,East,Supplies,Mid-Value,Jul 2021,110,7,5,60
Consumer,West,Copiers,High-Value,Jul 2021,160,11,0,59
Consumer,West,Copiers,High-Value,Jan 2020,169,1,0,59
Consumer,East,Copiers,High-Value,Jul 2022,138,6,0,59
Home Office,West,Other Miscellaneous 6,Low-Value,Jan 2020,14,1,0,56
Consumer,South,Art,Low-Value,Jul 2021,69,9,0,59
Corporate,East,Other Miscellaneous 3,Low-Value,Jul 2022,1,1,0,61
Corporate,West,Copiers,High-Value,Jan 2022,167,22,10,60
Consumer,West,Supplies,Mid-Value,Jan 2021,149,12,0,57
Home Office,South,Paper,Mid-Value,Jul 2022,107,2,10,58
Corporate,West,Labels,Low-Value,Jan 2021,30,8,0,59
Consumer,West,Other Miscellaneous 5,Low-Value,Jul 2022,1,1,0,62
Consumer,East,Other Miscellaneous 2,Low-Value,Jan 2020,3,1,0,61
Corporate,East,Furnishings,High-Value,Jan 2021,110,12,0,60
Consumer,South,Copiers,High-Value,Jan 2022,148,11,0,61
Home Office,East,Other Miscellaneous 6,Low-Value,Jan 2022,27,18,0,60
Corporate,South,Labels,Low-Value,Jul 2021,19,2,0,61
Consumer,West,Accessories,High-Value,Jul 2021,166,19,0,60
Consumer,Central,Copiers,High-Value,Jul 2022,141,17,0,61
Home Office,South,Other Miscellaneous 5,Low-Value,Jul 2022,16,1,0,61
Home Office,Central,Paper,Mid-Value,Jan 2022,109,1,0,58
Corporate,East,Labels,Low-Value,Jan 2022,54,8,0,64
Corporate,West,Furnishings,High-Value,Jul 2022,91,7,5,58
Home Office,East,Business Machines,High-Value,Jul 2021,177,20,0,57
Corporate,Central,Appliances,High-Value,Jul 2020,120,11,0,59
Corporate,West,Supplies,Mid-Value,Jan 2020,113,10,0,59
Corporate,West,Other Miscellaneous 3,Low-Value,Jul 2021,1,1,0,58
Corporate,East,Other Miscellaneous 1,Low-Value,Jul 2020,35,8,0,64
Consumer,South,Other Miscellaneous 2,Low-Value,Jul 2020,13,1,0,62
Corporate,West,Other Miscellaneous 1,Low-Value,Jul 2021,60,2,5,61
Consumer,East,Other Miscellaneous 1,Low-Value,Jul 2022,51,1,5,59
Corporate,West,Paper,Mid-Value,Jan 2020,99,10,10,61
Consumer,West,Bookcases,High-Value,Jan 2020,95,10,0,59
Home Office,Central,Paper,Mid-Value,Jan 2022,99,8,10,62
Consumer,West,Employees (Office Supplies),Low-Value,Jul 2022,99,6,0,56
Consumer,East,Other Miscellaneous 3,Low-Value,Jan 2022,1,5,0,60
Consumer,West,Fasteners,Low-Value,Jul 2022,68,10,0,62
Home Office,Central,Supplies,Mid-Value,Jul 2020,121,9,0,59
Corporate,Central,Accessories,High-Value,Jan 2020,155,25,0,58
Consumer,West,Furnishings,High-Value,Jan 2022,114,21,0,59
Corporate,South,Supplies,Mid-Value,Jul 2021,113,21,0,62
Consumer,East,Labels,Low-Value,Jul 2021,36,5,0,62
Home Office,East,Fasteners,Low-Value,Jul 2022,45,2,5,61
Corporate,Central,Other Miscellaneous 5,Low-Value,Jul 2020,1,1,0,59
Corporate,East,Appliances,High-Value,Jan 2021,117,15,0,61
Corporate,West,Furnishings,High-Value,Jan 2021,77,10,0,61
Home Office,Central,Other Miscellaneous 5,Low-Value,Jan 2022,1,1,0,63
Consumer,Central,Other Miscellaneous 5,Low-Value,Jan 2022,32,1,0,57
Corporate,East,Business Machines,High-Value,Jul 2022,187,20,0,64
Corporate,Central,Business Machines,High-Value,Jan 2020,160,23,0,63
Home Office,East,Furnishings,High-Value,Jan 2021,106,1,0,57
Consumer,Central,Furnishings,High-Value,Jul 2022,83,2,0,58
Home Office,East,Paper,Mid-Value,Jul 2022,67,1,0,63
Corporate,West,Other Miscellaneous 5,Low-Value,Jan 2021,29,10,0,61
Home Office,West,Other Miscellaneous 5,Low-Value,Jul 2022,6,1,0,60
Consumer,Central,Paper,Mid-Value,Jul 2020,104,17,0,62
Corporate,Central,Furnishings,High-Value,Jan 2020,141,16,0,60
Consumer,West,Supplies,Mid-Value,Jul 2022,70,5,10,60
Home Office,West,Art,Low-Value,Jan 2022,72,9,0,62
Consumer,West,Supplies,Mid-Value,Jul 2022,121,13,0,58
Corporate,East,Art,Low-Value,Jul 2022,70,6,0,59
Home Office,West,Bookcases,High-Value,Jan 2021,111,13,0,62
Corporate,East,Bookcases,High-Value,Jul 2021,101,10,10,62
Home Office,Central,Paper,Mid-Value,Jan 2022,124,8,0,63
Corporate,East,Copiers,High-Value,Jul 2022,138,14,0,63
Consumer,West,Copiers,High-Value,Jul 2022,140,16,0,62
Corporate,Central,Business Machines,High-Value,Jul 2020,220,26,0,61
Consumer,South,Other Miscellaneous 2,Low-Value,Jul 2021,19,6,0,64
Consumer,West,Other Miscellaneous 5,Low-Value,Jan 2022,24,5,0,63
Corporate,Central,Art,Low-Value,Jul 2022,58,5,0,56
Consumer,East,Appliances,High-Value,Jan 2022,126,14,0,59
Corporate,Central,Art,Low-Value,Jan 2021,83,8,0,57
Corporate,Central,Business Machines,High-Value,Jul 2021,182,22,0,61
Home Office,South,Labels,Low-Value,Jan 2022,59,2,0,56
Corporate,East,Furnishings,High-Value,Jan 2022,96,14,10,61
Home Office,Central,Other Miscellaneous 2,Low-Value,Jul 2022,76,7,0,59
Home Office,West,Bookcases,High-Value,Jul 2021,102,5,5,60
Home Office,Central,Copiers,High-Value,Jan 2022,133,11,10,58
Consumer,East,Other Miscellaneous 1,Low-Value,Jul 2021,52,9,0,59
Consumer,West,Employees (Office Supplies),Low-Value,Jan 2020,29,1,5,61
Home Office,East,Other Miscellaneous 5,Low-Value,Jan 2022,32,7,0,59
Corporate,Central,Other Miscellaneous 3,Low-Value,Jan 2021,9,1,0,59
Consumer,East,Copiers,High-Value,Jan 2021,184,16,0,59
Corporate,East,Accessories,High-Value,Jan 2022,169,24,0,63
Consumer,Central,Art,Low-Value,Jan 2022,61,8,0,60
Consumer,West,Copiers,High-Value,Jul 2020,146,17,0,61
Home Office,West,Art,Low-Value,Jan 2021,61,4,5,60
Consumer,East,Art,Low-Value,Jan 2022,105,25,0,63
Home Office,East,Business Machines,High-Value,Jul 2020,192,21,0,60
Consumer,East,Other Miscellaneous 1,Low-Value,Jul 2022,27,1,0,60
Consumer,West,Appliances,High-Value,Jul 2021,96,10,5,64
Consumer,Central,Other Miscellaneous 1,Low-Value,Jan 2020,59,11,0,60
Consumer,West,Other Miscellaneous 4,Low-Value,Jan 2022,1,1,0,60
Consumer,West,Appliances,High-Value,Jan 2021,105,16,10,60
Consumer,West,Furnishings,High-Value,Jul 2021,87,11,0,55
Home Office,East,Other Miscellaneous 3,Low-Value,Jul 2021,38,7,0,65
Consumer,West,Bookcases,High-Value,Jan 2022,92,1,0,60
Consumer,West,Bookcases,High-Value,Jul 2021,107,13,0,60
Consumer,South,Bookcases,High-Value,Jul 2022,85,8,0,60
Home Office,South,Supplies,Mid-Value,Jul 2021,96,18,0,62
Home Office,West,Other Miscellaneous 4,Low-Value,Jul 2021,13,8,0,61
Consumer,South,Other Miscellaneous 1,Low-Value,Jan 2020,6,1,0,59
Consumer,East,Other Miscellaneous 2,Low-Value,Jul 2022,15,12,10,60
Home Office,Central,Other Miscellaneous 4,Low-Value,Jul 2022,38,1,0,58
Corporate,Central,Other Miscellaneous 1,Low-Value,Jul 2020,22,1,0,61
Consumer,Central,Other Miscellaneous 6,Low-Value,Jan 2020,28,1,0,57
Consumer,South,Other Miscellaneous 3,Low-Value,Jul 2021,7,1,0,62
Corporate,West,Bookcases,High-Value,Jan 2022,113,3,0,59
Consumer,Central,Other Miscellaneous 1,Low-Value,Jan 2022,16,1,0,62
Consumer,East,Accessories,High-Value,Jan 2022,151,16,0,63
Consumer,Central,Accessories,High-Value,Jul 2021,153,8,0,60
Corporate,West,Fasteners,Low-Value,Jul 2022,29,1,5,62
Home Office,West,Other Miscellaneous 4,Low-Value,Jan 2022,13,1,0,60
Corporate,East,Other Miscellaneous 3,Low-Value,Jan 2021,1,1,0,58
Home Office,West,Other Miscellaneous 3,Low-Value,Jul 2022,24,2,5,61
Corporate,South,Supplies,Mid-Value,Jan 2022,128,15,0,59
Consumer,South,Business Machines,High-Value,Jul 2022,190,25,0,62
Consumer,South,Appliances,High-Value,Jul 2022,112,11,0,58
Corporate,West,Copiers,High-Value,Jul 2022,135,20,0,59
Consumer,Central,Other Miscellaneous 1,Low-Value,Jan 2022,14,2,0,59
Corporate,West,Supplies,Mid-Value,Jan 2021,106,20,5,60
Consumer,West,Furnishings,High-Value,Jan 2022,118,21,0,61
Consumer,Central,Bookcases,High-Value,Jul 2022,121,13,0,63
Consumer,West,Employees (Office Supplies),Low-Value,Jan 2022,82,9,0,59
Home Office,Central,Copiers,High-Value,Jul 2020,163,19,5,62
Consumer,Central,Art,Low-Value,Jan 2021,34,6,0,60
Corporate,East,Other Miscellaneous 5,Low-Value,Jul 2021,1,3,0,57
Consumer,East,Other Miscellaneous 1,Low-Value,Jan 2022,24,1,0,58
Consumer,East,Furnishings,High-Value,Jul 2022,132,13,10,60
Home Office,West,Bookcases,High-Value,Jan 2021,130,11,5,57
Consumer,West,Other Miscellaneous 1,Low-Value,Jul 2022,15,1,0,63
Consumer,West,Fasteners,Low-Value,Jul 2022,53,9,0,63
Consumer,East,Business Machines,High-Value,Jan 2020,171,22,0,60
Corporate,East,Appliances,High-Value,Jan 2022,69,14,0,60
Corporate,Central,Other Miscellaneous 5,Low-Value,Jul 2021,1,1,0,64
Corporate,West,Other Miscellaneous 3,Low-Value,Jul 2022,29,1,0,62
Consumer,South,Other Miscellaneous 3,Low-Value,Jul 2022,16,1,0,59
Corporate,Central,Bookcases,High-Value,Jul 2021,54,9,0,59
Consumer,East,Other Miscellaneous 2,Low-Value,Jan 2021,2,1,0,58
Corporate,East,Other Miscellaneous 2,Low-Value,Jul 2022,36,10,0,57
Corporate,Central,Furnishings,High-Value,Jul 2022,132,17,0,59
Consumer,Central,Other Miscellaneous 2,Low-Value,Jul 2022,8,1,0,60
Home Office,West,Business Machines,High-Value,Jan 2022,180,15,0,62
Home Office,East,Other Miscellaneous 3,Low-Value,Jan 2020,11,8,5,60
Consumer,South,Fasteners,Low-Value,Jan 2020,31,3,0,60
Corporate,Central,Furnishings,High-Value,Jan 2022,108,3,0,61
Consumer,East,Labels,Low-Value,Jul 2020,44,6,0,62
Home Office,West,Accessories,High-Value,Jan 2021,182,18,0,63
Corporate,South,Other Miscellaneous 6,Low-Value,Jan 2020,16,1,0,58
Consumer,West,Fasteners,Low-Value,Jan 2020,56,4,0,62
Consumer,West,Other Miscellaneous 2,Low-Value,Jul 2022,36,7,0,60
Consumer,West,Fasteners,Low-Value,Jul 2022,37,1,0,63
Corporate,East,Other Miscellaneous 4,Low-Value,Jul 2022,1,1,10,58
Consumer,West,Furnishings,High-Value,Jul 2021,103,13,0,61
Corporate,South,Other Miscellaneous 2,Low-Value,Jan 2020,32,1,0,58
Consumer,South,Furnishings,High-Value,Jul 2020,96,10,0,61
Corporate,West,Paper,Mid-Value,Jan 2022,83,14,0,60
Corporate,West,Copiers,High-Value,Jan 2021,151,21,0,61
Corporate,East,Other Miscellaneous 6,Low-Value,Jan 2021,2,6,0,60
Consumer,Central,Art,Low-Value,Jul 2022,72,3,0,59
Consumer,Central,Art,Low-Value,Jul 2020,28,3,0,61
Home Office,Central,Other Miscellaneous 5,Low-Value,Jan 2020,21,1,0,59
Corporate,East,Appliances,High-Value,Jul 2022,108,4,5,60
Corporate,East,Furnishings,High-Value,Jan 2021,87,6,0,63
Consumer,Central,Other Miscellaneous 3,Low-Value,Jul 2022,12,3,5,59
Consumer,South,Labels,Low-Value,Jul 2021,62,5,0,59
Corporate,West,Supplies,Mid-Value,Jul 2020,75,6,0,59
Consumer,Central,Other Miscellaneous 3,Low-Value,Jul 2021,32,10,0,62
Consumer,East,Copiers,High-Value,Jan 2022,170,16,0,58
Consumer,South,Bookcases,High-Value,Jan 2021,91,10,0,60
Consumer,West,Other Miscellaneous 4,Low-Value,Jul 2021,19,1,0,60
Corporate,West,Other Miscellaneous 4,Low-Value,Jan 2022,44,9,0,57
Consumer,West,Appliances,High-Value,Jul 2022,91,12,0,60
Consumer,Central,Employees (Office Supplies),Low-Value,Jan 2020,42,1,0,60
Home Office,East,Other Miscellaneous 3,Low-Value,Jul 2021,23,4,0,64
Consumer,East,Paper,Mid-Value,Jul 2022,125,2,5,61
Corporate,West,Other Miscellaneous 6,Low-Value,Jan 2022,23,3,0,61
Consumer,South,Art,Low-Value,Jul 2022,38,1,0,61
Corporate,Central,Fasteners,Low-Value,Jul 2021,57,12,0,61
Consumer,West,Business Machines,High-Value,Jul 2022,171,10,0,62
Home Office,West,Appliances,High-Value,Jul 2022,120,15,5,61
Consumer,Central,Copiers,High-Value,Jul 2022,164,14,0,62
Home Office,Central,Other Miscellaneous 3,Low-Value,Jan 2022,39,7,0,60
Corporate,East,Furnishings,High-Value,Jul 2021,90,10,0,58
Consumer,South,Copiers,High-Value,Jan 2022,147,15,0,62
Consumer,West,Other Miscellaneous 6,Low-Value,Jan 2020,1,3,0,61
Corporate,West,Employees (Office Supplies),Low-Value,Jul 2022,58,9,0,59
Consumer,East,Supplies,Mid-Value,Jan 2022,106,5,0,58
Consumer,West,Other Miscellaneous 1,Low-Value,Jul 2021,18,7,0,61
Corporate,East,Furnishings,High-Value,Jan 2020,104,9,0,60
Consumer,East,Other Miscellaneous 2,Low-Value,Jan 2021,37,10,0,62
Consumer,West,Paper,Mid-Value,Jul 2021,94,3,5,59
Corporate,West,Labels,Low-Value,Jul 2022,68,16,0,63
Corporate,East,Paper,Mid-Value,Jul 2022,111,19,0,63
Home Office,West,Accessories,High-Value,Jan 2022,134,15,0,60
Home Office,South,Copiers,High-Value,Jan 2022,154,25,0,62
Consumer,West,Art,Low-Value,Jul 2020,64,9,0,58
Consumer,West,Other Miscellaneous 3,Low-Value,Jan 2021,1,5,0,59
Corporate,East,Other Miscellaneous 3,Low-Value,Jan 2022,41,7,0,61
Corporate,South,Accessories,High-Value,Jul 2021,164,21,10,61
Corporate,East,Employees (Office Supplies),Low-Value,Jan 2020,68,11,0,58
Consumer,East,Employees (Office Supplies),Low-Value,Jan 2022,43,8,0,62
Consumer,East,Other Miscellaneous 3,Low-Value,Jul 2022,1,3,0,60
Consumer,East,Other Miscellaneous 5,Low-Value,Jan 2022,1,7,0,56
Consumer,West,Fasteners,Low-Value,Jul 2021,52,1,0,62
Consumer,East,Accessories,High-Value,Jul 2021,171,19,0,62
Corporate,South,Employees (Office Supplies),Low-Value,Jan 2022,26,6,0,60
Consumer,South,Fasteners,Low-Value,Jul 2022,22,1,0,59
Consumer,East,Copiers,High-Value,Jul 2021,133,17,0,66
Consumer,East,Supplies,Mid-Value,Jul 2021,87,14,0,60
Consumer,West,Other Miscellaneous 2,Low-Value,Jul 2022,19,1,0,58
Corporate,Central,Labels,Low-Value,Jul 2022,80,1,0,61
Corporate,South,Labels,Low-Value,Jan 2022,54,3,0,62
Home Office,West,Bookcases,High-Value,Jul 2022,122,14,5,57
Consumer,South,Business Machines,High-Value,Jul 2020,177,22,0,61
Home Office,West,Business Machines,High-Value,Jul 2022,166,19,5,63
Home Office,East,Paper,Mid-Value,Jul 2022,107,11,0,59
Consumer,East,Appliances,High-Value,Jul 2021,119,21,0,61
Consumer,Central,Art,Low-Value,Jul 2022,47,1,0,62
Corporate,South,Employees (Office Supplies),Low-Value,Jul 2021,39,1,5,61
Corporate,Central,Other Miscellaneous 6,Low-Value,Jul 2020,1,3,0,64
Corporate,West,Business Machines,High-Value,Jan 2020,185,13,0,63
Corporate,East,Art,Low-Value,Jul 2022,65,17,0,61
Home Office,East,Labels,Low-Value,Jan 2021,30,12,0,62
Consumer,West,Employees (Office Supplies),Low-Value,Jul 2021,21,6,0,58
Corporate,Central,Employees (Office Supplies),Low-Value,Jan 2020,72,14,0,65
Corporate,East,Art,Low-Value,Jul 2022,83,16,0,62
Corporate,West,Labels,Low-Value,Jan 2022,40,5,0,63
Corporate,South,Other Miscellaneous 2,Low-Value,Jan 2022,11,1,0,61
Home Office,South,Other Miscellaneous 2,Low-Value,Jul 2022,1,1,0,57
Consumer,East,Accessories,High-Value,Jan 2022,184,17,0,55
Corporate,West,Bookcases,High-Value,Jan 2021,125,12,10,63
Consumer,West,Other Miscellaneous 3,Low-Value,Jan 2021,2,1,0,62
Corporate,Central,Paper,Mid-Value,Jan 2022,116,10,0,61
Consumer,Central,Other Miscellaneous 2,Low-Value,Jan 2021,1,1,0,61
Corporate,East,Bookcases,High-Value,Jan 2022,70,7,0,60
Consumer,South,Fasteners,Low-Value,Jul 2021,63,4,0,59
Consumer,South,Appliances,High-Value,Jan 2021,103,14,0,60
Consumer,West,Bookcases,High-Value,Jan 2021,67,6,0,61
Consumer,East,Paper,Mid-Value,Jul 2020,147,14,10,61
Consumer,South,Art,Low-Value,Jan 2021,107,15,0,59
Home Office,Central,Supplies,Mid-Value,Jul 2022,109,16,0,62
Corporate,Central,Other Miscellaneous 1,Low-Value,Jul 2022,26,1,0,60
Home Office,Central,Paper,Mid-Value,Jan 2022,82,13,0,62
Consumer,West,Other Miscellaneous 5,Low-Value,Jan 2020,32,2,0,56
Consumer,East,Business Machines,High-Value,Jan 2022,185,23,0,63
Corporate,West,Other Miscellaneous 1,Low-Value,Jan 2020,37,8,0,63
Home Office,East,Furnishings,High-Value,Jan 2021,116,18,0,62
Corporate,Central,Accessories,High-Value,Jul 2021,142,22,0,62
Consumer,West,Other Miscellaneous 1,Low-Value,Jan 2021,1,1,0,61
Consumer,West,Copiers,High-Value,Jul 2022,182,22,0,57
Corporate,Central,Other Miscellaneous 5,Low-Value,Jul 2020,5,3,0,61
Consumer,East,Other Miscellaneous 3,Low-Value,Jul 2022,1,1,0,60
Consumer,West,Employees (Office Supplies),Low-Value,Jan 2021,44,1,0,59
Consumer,Central,Other Miscellaneous 5,Low-Value,Jan 2021,5,1,0,57
Corporate,East,Other Miscellaneous 6,Low-Value,Jan 2021,12,1,5,62
Consumer,East,Accessories,High-Value,Jul 2021,129,11,0,61
Consumer,East,Other Miscellaneous 4,Low-Value,Jan 2022,9,1,0,65
Consumer,Central,Fasteners,Low-Value,Jul 2022,85,14,5,62
Home Office,Central,Business Machines,High-Value,Jan 2021,194,25,0,62
Consumer,South,Accessories,High-Value,Jul 2021,185,18,0,60
Consumer,West,Art,Low-Value,Jul 2021,75,10,0,61
Consumer,Central,Other Miscellaneous 2,Low-Value,Jan 2022,78,16,0,60
Consumer,South,Labels,Low-Value,Jul 2021,54,1,0,59
Corporate,Central,Employees (Office Supplies),Low-Value,Jan 2022,59,9,0,62
Consumer,West,Supplies,Mid-Value,Jul 2022,119,11,0,61
Corporate,West,Fasteners,Low-Value,Jan 2022,1,1,0,60
Home Office,Central,Bookcases,High-Value,Jul 2022,125,16,0,59
Corporate,South,Copiers,High-Value,Jul 2021,163,26,0,63
Consumer,West,Supplies,Mid-Value,Jul 2022,133,18,0,66
Consumer,East,Other Miscellaneous 2,Low-Value,Jan 2021,1,8,0,60
Consumer,Central,Other Miscellaneous 3,Low-Value,Jan 2021,1,3,0,61
